componentInstanceURI,componentStemURI,instrumentSlotURI,slotNumber,instrumentInstanceURI,instrumentLabel,componentEvidenceName,inferenceSource,oldLabel,newLabel
pmsr:CPI3770204403126,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367319,Simulador de punção arterial SN:020007,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de punção arterial SN:020007,Interaction event detector for tracking learner actions for Simulador de punção arterial SN:020007
pmsr:CPI7320959297108,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367319,Simulador de punção arterial SN:020007,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de punção arterial SN:020007,Airway pressure detector for monitoring ventilation pressure for Simulador de punção arterial SN:020007
pmsr:CPI5891277925627,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367319,Simulador de punção arterial SN:020007,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de punção arterial SN:020007,Pulse rate detector for monitoring cardiovascular response for Simulador de punção arterial SN:020007
pmsr:CPI7493558478295,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367384,Matriz video HDMI (4 saidas) SN:030026,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Matriz video HDMI (4 saidas) SN:030026,Primary state detector for simulator condition monitoring
pmsr:CPI6867485417949,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367384,Matriz video HDMI (4 saidas) SN:030026,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Matriz video HDMI (4 saidas) SN:030026,Primary response actuator for simulator state control
pmsr:CPI4683371670783,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367384,Matriz video HDMI (4 saidas) SN:030026,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Matriz video HDMI (4 saidas) SN:030026,Interaction event detector for tracking learner actions for Matriz video HDMI (4 saidas) SN:030026
pmsr:CPI0772102111631,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367392,Projetor Video (suporte teto) SN:030032,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Projetor Video (suporte teto) SN:030032,Primary state detector for simulator condition monitoring
pmsr:CPI3050197675999,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367392,Projetor Video (suporte teto) SN:030032,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Projetor Video (suporte teto) SN:030032,Primary response actuator for simulator state control
pmsr:CPI8390915538559,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367392,Projetor Video (suporte teto) SN:030032,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Projetor Video (suporte teto) SN:030032,Interaction event detector for tracking learner actions for Projetor Video (suporte teto) SN:030032
pmsr:CPI8983229331667,pmsr:/COM17860549784669200,pmsr:/INS1739303333850795/CTS/0001,0001,pmsr:INI1784603367394,Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Primary state detector for simulator condition monitoring
pmsr:CPI5539999225394,pmsr:/COM17860549784669250,pmsr:/INS1739303333850795/CTS/0002,0002,pmsr:INI1784603367394,Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Primary response actuator for simulator state control
pmsr:CPI1842800880829,pmsr:/COM90e709ed6a7da646e,pmsr:/INS1739303333850795/CTS/0003,0003,pmsr:INI1784603367394,Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Oncology Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Interaction event detector for tracking learner actions for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033
pmsr:CPI6724792588274,pmsr:/COM93b9e9e42e8ce92e6,pmsr:/INS1739303333850795/CTS/0004,0004,pmsr:INI1784603367394,Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Oncology Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Airway pressure detector for monitoring ventilation pressure for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033
pmsr:CPI5744471765713,pmsr:/COM9c53e672a8d78deb3,pmsr:/INS1739303333850795/CTS/0005,0005,pmsr:INI1784603367394,Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Oncology Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033,Pulse rate detector for monitoring cardiovascular response for Simulador de adulto para o ensino de procedimentos fundamentais de cuidados de emergência pré e intra-hospitalares SN:030033
pmsr:CPI7755700508445,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367395,Simulador de Aparelho de Anestesia SN:030034,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de Aparelho de Anestesia SN:030034,State detector for monitoring simulator condition changes for Simulador de Aparelho de Anestesia SN:030034
pmsr:CPI3789075584397,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367395,Simulador de Aparelho de Anestesia SN:030034,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de Aparelho de Anestesia SN:030034,Response actuator for driving simulator state changes for Simulador de Aparelho de Anestesia SN:030034
pmsr:CPI6867798450215,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367395,Simulador de Aparelho de Anestesia SN:030034,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de Aparelho de Anestesia SN:030034,Interaction event detector for tracking learner actions for Simulador de Aparelho de Anestesia SN:030034
pmsr:CPI5324275116913,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367395,Simulador de Aparelho de Anestesia SN:030034,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de Aparelho de Anestesia SN:030034,Airway pressure detector for monitoring ventilation pressure for Simulador de Aparelho de Anestesia SN:030034
pmsr:CPI9871562720273,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367395,Simulador de Aparelho de Anestesia SN:030034,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de Aparelho de Anestesia SN:030034,Pulse rate detector for monitoring cardiovascular response for Simulador de Aparelho de Anestesia SN:030034
pmsr:CPI4993046457315,pmsr:/COM1738099771423295,pmsr:/INS1739823398493725/CTS/0001,0001,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Skill Guide Device  -- CB:EMPTY,manual-precise-correction-18-rows,Guidance interface module for learner feedback and procedural support for Simulador de cuidados pediátricos SN:030035,Learner guidance status detector for procedural coaching workflow
pmsr:CPI8646640246338,pmsr:/COM1738100153764155,pmsr:/INS1739823398493725/CTS/0002,0002,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,SimPad Device  -- CB:EMPTY,manual-precise-correction-18-rows,Simulation control interface module for scenario orchestration for Simulador de cuidados pediátricos SN:030035,Scenario control actuator for simulation state orchestration
pmsr:CPI8558472829405,pmsr:/COM1738187586682545,pmsr:/INS1739823398493725/CTS/0003,0003,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Electrode  -- CB:Eletrodes Adult,manual-precise-correction-18-rows,Electrode module for electrical signal interface and detection for Simulador de cuidados pediátricos SN:030035,Adult electrode signal detector for interaction event monitoring
pmsr:CPI7745152578956,pmsr:/COM1738187818694655,pmsr:/INS1739823398493725/CTS/0004,0004,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Electrode  -- CB:Eletrodes Pediatric,manual-precise-correction-18-rows,Electrode module for electrical signal interface and detection for Simulador de cuidados pediátricos SN:030035,Pediatric electrode signal detector for airway pressure event monitoring
pmsr:CPI2144063537106,pmsr:/COM1738188452521625,pmsr:/INS1739823398493725/CTS/0005,0005,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,DAE Trainer  -- CB:EMPTY,manual-precise-correction-18-rows,Defibrillation training module for AED interaction practice for Simulador de cuidados pediátricos SN:030035,Pulse rate detector for AED training response monitoring
pmsr:CPI1461803921370,pmsr:/COM1739399134970895,pmsr:/INS1739823398493725/CTS/0006,0006,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Microphone  -- CB:EMPTY,manual-precise-correction-18-rows,Audio capture module for recording interaction and instruction context for Simulador de cuidados pediátricos SN:030035,Applied force detector for procedural force feedback monitoring
pmsr:CPI2601531358880,pmsr:/COM17860549784666470,pmsr:/INS1739823398493725/CTS/0007,0007,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,,final-curated-fallback-function-only,Venous flashback detector for confirming vascular access events for Simulador de cuidados pediátricos SN:030035,Venous flashback detector for vascular access confirmation
pmsr:CPI0966030531262,pmsr:/COM17860549784666520,pmsr:/INS1739823398493725/CTS/0008,0008,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,,final-curated-fallback-function-only,Procedure completion detector for validating successful procedure end state for Simulador de cuidados pediátricos SN:030035,Procedure completion detector for simulation end-state validation
pmsr:CPI0006359737502,pmsr:/COM99b3a72b8d17baa57,pmsr:/INS1739823398493725/CTS/0009,0009,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Laerdal Nursing Anne Mannequin Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de cuidados pediátricos SN:030035,Interaction event detector for tracking learner actions for Simulador de cuidados pediátricos SN:030035
pmsr:CPI0440319327143,pmsr:/COM931d6340657316a0e,pmsr:/INS1739823398493725/CTS/0001,0001,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Laerdal Nursing Anne Mannequin Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de cuidados pediátricos SN:030035,Airway pressure detector for monitoring ventilation pressure for Simulador de cuidados pediátricos SN:030035
pmsr:CPI0136046806851,pmsr:/COM9ccf75d269b2b6120,pmsr:/INS1739823398493725/CTS/0001,0001,pmsr:INI1784603367396,Simulador de cuidados pediátricos SN:030035,Laerdal Nursing Anne Mannequin Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de cuidados pediátricos SN:030035,Pulse rate detector for monitoring cardiovascular response for Simulador de cuidados pediátricos SN:030035
pmsr:CPI5311979021688,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367398,"Simulador de Emergência, Trauma e SAV SN:030036",Care Simulators Detector,component-evidence-name,"Simulation state detection sensor for Simulador de Emergência, Trauma e SAV SN:030036","State detector for monitoring simulator condition changes for Simulador de Emergência, Trauma e SAV SN:030036"
pmsr:CPI3070835339083,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367398,"Simulador de Emergência, Trauma e SAV SN:030036",Care Simulators Actuator,component-evidence-name,"Simulation response actuator for Simulador de Emergência, Trauma e SAV SN:030036","Response actuator for driving simulator state changes for Simulador de Emergência, Trauma e SAV SN:030036"
pmsr:CPI8860277958719,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367398,"Simulador de Emergência, Trauma e SAV SN:030036",Care Simulators Interaction Event Detector,component-evidence-name,"Interaction event tracking sensor for Simulador de Emergência, Trauma e SAV SN:030036","Interaction event detector for tracking learner actions for Simulador de Emergência, Trauma e SAV SN:030036"
pmsr:CPI9443807470923,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367398,"Simulador de Emergência, Trauma e SAV SN:030036",Care Simulators Airway Pressure Detector,component-evidence-name,"Airway pressure monitoring sensor for Simulador de Emergência, Trauma e SAV SN:030036","Airway pressure detector for monitoring ventilation pressure for Simulador de Emergência, Trauma e SAV SN:030036"
pmsr:CPI9524783864321,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367398,"Simulador de Emergência, Trauma e SAV SN:030036",Care Simulators Pulse Rate Detector,component-evidence-name,"Pulse rate monitoring sensor for Simulador de Emergência, Trauma e SAV SN:030036","Pulse rate detector for monitoring cardiovascular response for Simulador de Emergência, Trauma e SAV SN:030036"
pmsr:CPI4176873794183,pmsr:/COM17860549784660680,pmsr:/INS1739398437257165/CTS/0001,0001,pmsr:INI1784603367399,Simulador de Ventilador SN:030037,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de Ventilador SN:030037,Primary state detector for simulator condition monitoring
pmsr:CPI9273696290364,pmsr:/COM17860549784660740,pmsr:/INS1739398437257165/CTS/0002,0002,pmsr:INI1784603367399,Simulador de Ventilador SN:030037,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de Ventilador SN:030037,Primary response actuator for simulator state control
